Населено място,Търговски обект,Наименование на продукта,Код на продукта,Категория,Цена на дребно,Цена в промоция
14711,"гр. Генерал Тошево, ул. Иван Вазов 24",Скумрия без глава МАП кг,1295358,30,7.15,
67653,"гр. Смолян, бул. България 4, ет. 1",Скумрия без глава МАП кг,1295358,30,7.15,
68134,"гр. София, ж.к. Младост 2, между блок 206 и 209",Скумрия без глава МАП кг,1295358,30,7.15,
38902,"гр. Костенец,  Центр. градска част, кв. 89, ул. Търговска",Скумрия без глава МАП кг,1295358,30,7.15,
55871,"гр. Перник 2, кв. ""Изток"", ул. Благой Гебрев,  35А",Скумрия без глава МАП кг,1295358,30,7.15,
12259,"гр. Враца, ж.к. Дъбника, кв.119, комплекс РУМ",Скумрия без глава МАП кг,1295358,30,7.15,
48489,"гр. Монтана, бул. Ген. Арнолди 6",Скумрия без глава МАП кг,1295358,30,7.15,
44238,"гр. Лом, УПИ III в кв. 97, ул. Аспарух № 13",Скумрия без глава МАП кг,1295358,30,7.15,
37798,"гр. Козлодуй, ул. Освободител 47",Скумрия без глава МАП кг,1295358,30,7.15,
53535,"гр. Омуртаг, ул. Цар Освободител 33",Скумрия без глава МАП кг,1295358,30,7.15,
55052,"гр. Павликени, бул. Руски 39",Скумрия без глава МАП кг,1295358,30,7.15,
57652,"гр. Попово, ул. „Панайот Хитов” 9",Скумрия без глава МАП кг,1295358,30,7.15,
61460,"гр. Раднево, ул. Митьо Станев 4",Скумрия без глава МАП кг,1295358,30,7.15,
61577,"гр. Радомир, ул. Милан Грънчаров 1а",Скумрия без глава МАП кг,1295358,30,7.15,
