Населено място,Търговски обект,Наименование на продукта,Код на продукта,Категория,Цена на дребно,Цена в промоция
56784,"гр. Пловдив, ж.к. Гагарин, ул. Огражден, п.к.№400","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
56784,"гр. Пловдив, бул. Васил Левски № 3, ет. 1, обект маг. 2 ","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
56784,"гр. Пловдив, ж.к. Тракия, бл.14, вх.1, ет.1","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
56784,"гр. Пловдив, бул. Александър Стамболийски №33, вх. В, ет. – 1","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
56784,"гр. Пловдив, кв. Христо Смирненски, бул. Пещерско шосе № 133 /КОРОНА/","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
68134,"гр. София, бул. Ген. Столетов №70","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
7598,"гр. Бяла, ул. Брегова 29","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
10135,"гр. Варна, Бизнес парк, сграда Б, ул. Ян Палах №10","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
21912,"гр. Долни чифлик, ул. Тича №25","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
17974,"гр. Средец, ул. Никола Попов 2А","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
65334,"гр.Сандански на ул. ""Македония"" № 30, ет. -1","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
5027,"гр. Божурище, бул. Европа 22","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
67800,"гр. Черноморец, общ. Созопол, обл. Бургас, местност Аклади №49","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
56784,"гр. Пловдив, ул. Шипка №6","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
68134,"гр. София, ж.к. Люлин 3, бул. Панчо Владигеров 44","Наденица КЕН Македонска вак,390 гр",1221433,27,3.86,
68134,"гр. София, ж.к. Лозенец, ул. Персенк 22, бл. 34",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
56407,"гр. Пирдоп, ул. Васил Левски 8  ",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
72343,"гр. Тетевен, Площад Сава Младенов 1",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
39921,"гр. Кричим, пл. Демокрация №8",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
55302,"гр. Панагюрище, ул. Макгахан №2",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
68134,"гр. София, ж.к. Дружба, до бл.86",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
68134,"гр. София, ж.к. Младост 4, ул. Бъднина 15",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
16359,"гр. Горна Оряховица, ул. Васил Левски 10",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
68134,"гр. София, ж.к. Младост 2, между блок 206 и 209",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
55871,"гр. Перник 1, кв. Димова махала, до OMV",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
65231,"гр. Самоков, ул. Искър 2А",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
44238,"гр. Лом, УПИ III в кв. 97, ул. Аспарух № 13",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
3928,"гр. Берковица, ул. Александровскa 65б",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
7702,"гр. Бяла Слатина, ул. Търнавска 41 А",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
55052,"гр. Павликени, бул. Руски 39",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
43952,"гр. Ловеч, бул. Мизия 2",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
35167,"гр. Казанлък, бул. „Княз Александър Батенберг“ 217",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
61710,"гр. Разград, ж.к. Орел, ул. Юмрукчал 15",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
44327,"гр. Луковит, ул. Момчилец 1",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
357,гр. Нови Искър ул.Искърско дефиле 116,Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
10971,"гр. Видин, ул. Железничарска №19",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
151,гр. Айтос ул.Хаджи Димиър 27,Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
702,"гр. Асеновград, ул. Александър Стамболийски 7",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
56784,"гр. Пловдив, ж.к. Изгрев, ул. Герлово 1",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
52009,"гр. Нови Пазар, ул. Оборище 29",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
65677,"гр. Свиленград, ул. Гео Милев № 2",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
4501,"гр. Бобов дол, ул. Димитър Благоев №28",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
39030,"гр. Котел, ул. Хаджи Къна Боева №4, ет.2",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
40422,"гр. Кубрат, ул. Княз Борис I №2",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
21912,"гр. Долни чифлик, ул. Тича №25",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
5027,"гр. Божурище, бул. Европа 22",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
81414,"гр. Чирпан, ул. Неделчо Николов №5",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
32874,"гр. Исперих, ул. Христо Смирненски 61А",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
10450,"гр. Велинград, ул. Хан Аспарух 2 В,Г",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
68789,"гр. Дупница, ул. Иван Вазов № 26",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
56784,"гр. Пловдив, ул. Шипка №6",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
72165,"гр. Твърдица, ул. Княз Борис I 54",Кренвирш пилешки ФЕРМАТА нас.кг,1255974,26,4.34, 3.06 
72343,"гр. Тетевен, Площад Сава Младенов 1",Наденица ФЕРМАТА нас.кг,1255975,27,5.41, 4.09 
68134,"гр. София, ж.к. Младост 2, между блок 206 и 209",Наденица ФЕРМАТА нас.кг,1255975,27,5.41, 4.09 
55871,"гр. Перник 1, кв. Димова махала, до OMV",Наденица ФЕРМАТА нас.кг,1255975,27,5.41, 4.09 
357,гр. Нови Искър ул.Искърско дефиле 116,Наденица ФЕРМАТА нас.кг,1255975,27,5.41, 4.09 
52009,"гр. Нови Пазар, ул. Оборище 29",Наденица ФЕРМАТА нас.кг,1255975,27,5.41, 4.09 
65677,"гр. Свиленград, ул. Гео Милев № 2",Наденица ФЕРМАТА нас.кг,1255975,27,5.41, 4.09 
39030,"гр. Котел, ул. Хаджи Къна Боева №4, ет.2",Наденица ФЕРМАТА нас.кг,1255975,27,5.41, 4.09 
40422,"гр. Кубрат, ул. Княз Борис I №2",Наденица ФЕРМАТА нас.кг,1255975,27,5.41, 4.09 
48996,"гр. Момчилград, ул. Гюмюрджинска 63",Наденица ФЕРМАТА нас.кг,1255975,27,5.41, 4.09 
68134,"гр. София, ж.к. Младост 2, между блок 206 и 209",Родопска Наденица ЧЕХ нас.кг,1311651,27,4.6,
7702,"гр. Бяла Слатина, ул. Търнавска 41 А",Родопска Наденица ЧЕХ нас.кг,1311651,27,4.6,
35167,"гр. Казанлък, бул. „Княз Александър Батенберг“ 217",Родопска Наденица ЧЕХ нас.кг,1311651,27,4.6,
56784,"гр. Пловдив, бул. Васил Левски № 3, ет. 1, обект маг. 2 ",Родопска Наденица ЧЕХ нас.кг,1311651,27,4.6,
68850,"гр. Стара Загора, ул . Загорка №44",Родопска Наденица ЧЕХ нас.кг,1311651,27,4.6,
4501,"гр. Бобов дол, ул. Димитър Благоев №28",Родопска Наденица ЧЕХ нас.кг,1311651,27,4.6,
68789,"гр. Дупница, ул. Иван Вазов № 26",Родопска Наденица ЧЕХ нас.кг,1311651,27,4.6,
68134,"гр. София, ж.к. Лозенец, ул. Персенк 22, бл. 34",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
68134,"гр. София, кв. Редута, ул. Велчо Атанасов 27",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
56407,"гр. Пирдоп, ул. Васил Левски 8  ",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
72343,"гр. Тетевен, Площад Сава Младенов 1",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
39921,"гр. Кричим, пл. Демокрация №8",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
55302,"гр. Панагюрище, ул. Макгахан №2",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
68134,"гр. София, ж.к. Дружба, до бл.86",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
68134,"гр. София, ж.к. Младост 4, ул. Бъднина 15",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
16359,"гр. Горна Оряховица, ул. Васил Левски 10",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
67653,"гр. Смолян, бул. България 4, ет. 1",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
68134,"гр. София, ж.к. Младост 2, между блок 206 и 209",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
55871,"гр. Перник 1, кв. Димова махала, до OMV",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
41112,"гр. Кюстендил, ул. Тинтява № 49",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
44327,"гр. Луковит, ул. Момчилец 1",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
10971,"гр. Видин, ул. Железничарска №19",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
702,"гр. Асеновград, ул. Александър Стамболийски 7",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
56784,"гр. Пловдив, ж.к. Христо Смирненски, ул. Вечерница 3",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
56784,"гр. Пловдив, бул. Васил Левски № 3, ет. 1, обект маг. 2 ",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
56784,"гр. Пловдив, ж.к. Изгрев, ул. Герлово 1",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
68850,"гр. Стара Загора, ул . Загорка №44",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
52009,"гр. Нови Пазар, ул. Оборище 29",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
65677,"гр. Свиленград, ул. Гео Милев № 2",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
35064,"гр. Каварна, ул. България 49, ет. -1",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
40422,"гр. Кубрат, ул. Княз Борис I №2",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
77195,"гр. Хасково, м. Увата №214.4",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
7079,"гр. Бургас, кв. Славейков",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
5027,"гр. Божурище, бул. Европа 22",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
32874,"гр. Исперих, ул. Христо Смирненски 61А",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
10450,"гр. Велинград, ул. Хан Аспарух 2 В,Г",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
68789,"гр. Дупница, ул. Иван Вазов № 26",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
56784,"гр. Пловдив, ул. Шипка №6",Наденица КОЛБАСО пушена нас. кг.,1325453,27,4.34,
68134,"гр. София, ж.к. Люлин-2, до бл. 227",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ж.к. Връбница, ул. Златен клас 10",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ж.к. Сухата река, ул. Тодорини кукли 47",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ж.к. Гевгелийски, ул. Мачуково, срещу бл. 1",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ж.к. Люлин 10, ул. Гоце Делчев (УПИ 8, кв.32)",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ж.к. Красна поляна, ул. Суходолска №2",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ж.к. Дианабад, ул. Васил Калчев 10",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ул. Костенски водопад 102",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ж.к. Лозенец, ул. Персенк 22, бл. 34",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ж.к. Дружба 2, до бл. 311",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, кв. Редута, ул. Велчо Атанасов 27",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, кв. Редута ул. Атанас Узунов 14",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, кв. Борово до бл. 232",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, жк. Младост 2,  ул.Васил Златарски 3",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, кв. Слатина, ул. Камчия 1 /срещу бл.19/",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
27303,"гр. Елин Пелин, ул. Стоян Михайловски 5",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
39921,"гр. Кричим, пл. Демокрация №8",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
55302,"гр. Панагюрище, ул. Макгахан №2",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ж.к. Дружба, до бл.86",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ж.к. Мусагеница, ул. Боян Дановски 11",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ж.к. Младост 4, ул. Бъднина 15",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
14711,"гр. Генерал Тошево, ул. Иван Вазов 24",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
67653,"гр. Смолян, бул. България 4, ет. 1",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
55871,"гр. Перник 2, кв. ""Изток"", ул. Благой Гебрев,  35А",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
12259,"гр. Враца, ж.к. Дъбника, кв.119, комплекс РУМ",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
41112,"гр. Кюстендил, ул. Тинтява № 49",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
3928,"гр. Берковица, ул. Александровскa 65б",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
7702,"гр. Бяла Слатина, ул. Търнавска 41 А",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
37798,"гр. Козлодуй, ул. Освободител 47",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
70528,"гр. Съединение, ул. Александър Стамболийски 4",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
43952,"гр. Ловеч, бул. Мизия 2",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
87374,"гр. Ямбол, ул. „Преслав"" №266",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
20482,"гр. Девня, бул. Съединение №111",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
61813,"гр. Разлог, ул. Гоце Делчев 53",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
35167,"гр. Казанлък, бул. „Княз Александър Батенберг“ 217",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
61710,"гр. Разград, ж.к. Орел, ул. Юмрукчал 15",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
73198,"гр. Троян, ул. Опълченска 1",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ж.к. Люлин 9, ул. Асен Николов 19",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
357,гр. Нови Искър ул.Искърско дефиле 116,Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
27632,"гр. Етрополе, бул. Партизанска №1",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
151,гр. Айтос ул.Хаджи Димиър 27,Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
56784,"гр. Пловдив, бул. Съединение, РУМ",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
56784,"гр. Пловдив, ж.к. Христо Смирненски, ул. Вечерница 3",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
56784,"гр. Пловдив, ж.к. Христо Смирненски, ул. Йордан Гавазов 23",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
56784,"гр. Пловдив, бул. Васил Левски № 3, ет. 1, обект маг. 2 ",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
56784,"гр. Пловдив, ж.к. Изгрев, ул. Герлово 1",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
56784,"гр. Пловдив, бул. Александър Стамболийски №33, вх. В, ет. – 1",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, бул. Ген. Столетов №70",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, бул. Райко Даскалов № 15",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
65677,"гр. Свиленград, ул. Гео Милев № 2",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
7598,"гр. Бяла, ул. Брегова 29",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
65766,"гр. Свищов, ул. Люлин №20",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
35064,"гр. Каварна, ул. България 49, ет. -1",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
51980,"гр. Стамболийски, ул.Търговски №50",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
20465,"гр. Девин, ул. Освобождение №1",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
7079,"гр. Бургас, ул. Константин Величков №34 /на ъгъла с ул. Странджа №2/",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
40422,"гр. Кубрат, ул. Княз Борис I №2",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
57491,"гр. Поморие, ул. Професор Стоянов №23",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
51500,"гр. Несебър, кв. „Пясъците“ № 15",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
21912,"гр. Долни чифлик, ул. Тича №25",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
35167,"гр. Казанлък, ул. Бачо Киро №4",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
878,"гр. Ахтопол, общ. Царево, обл. Бургас, ул. Тракия №35",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
32874,"гр. Исперих, ул. Христо Смирненски 61А",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
67800,"гр. Черноморец, общ. Созопол, обл. Бургас, местност Аклади №49",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
56784,"гр. Пловдив, ул. Шипка №6",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, ж.к. Люлин 3, бул. Панчо Владигеров 44",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, Студентски град, ул. Академик Борис Стефанов 38",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
72165,"гр. Твърдица, ул. Възраждане 2",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
72165,"гр. Твърдица, ул. Княз Борис I 54",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, бул. България, пл. Ручей",Наденица ЛЕКИ лионска вак. 400гр,506573,27,3.83,
68134,"гр. София, кв. Редута, ул. Велчо Атанасов 27",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
68134,"гр. София, кв. Редута ул. Атанас Узунов 14",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
68134,"гр. София, жк. Младост 2,  ул.Васил Златарски 3",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
56407,"гр. Пирдоп, ул. Васил Левски 8  ",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
67653,"гр. Смолян, бул. България 4, ет. 1",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
68134,"гр. София, ж.к. Разсадника, бл. 129-130, вх. Г, ет. Партер",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
68134,"гр. София, ж.к. Младост 2, между блок 206 и 209",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
55871,"гр. Перник 1, кв. Димова махала, до OMV",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
38902,"гр. Костенец,  Центр. градска част, кв. 89, ул. Търговска",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
65231,"гр. Самоков, ул. Искър 2А",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
12259,"гр. Враца, ж.к. Дъбника, кв.119, комплекс РУМ",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
48489,"гр. Монтана, бул. Ген. Арнолди 6",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
44238,"гр. Лом, УПИ III в кв. 97, ул. Аспарух № 13",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
3928,"гр. Берковица, ул. Александровскa 65б",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
7702,"гр. Бяла Слатина, ул. Търнавска 41 А",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
43952,"гр. Ловеч, бул. Мизия 2",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
61710,"гр. Разград, ж.к. Орел, ул. Юмрукчал 15",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
44327,"гр. Луковит, ул. Момчилец 1",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
56784,"гр. Пловдив, бул. Васил Априлов 102",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
702,"гр. Асеновград, ул. Александър Стамболийски 7",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
56784,"гр. Пловдив, бул. Васил Левски № 3, ет. 1, обект маг. 2 ",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
56784,"гр. Пловдив, кв. Христо Смирненски, бул. Пещерско шосе № 133 /КОРОНА/",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
52009,"гр. Нови Пазар, ул. Оборище 29",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
65677,"гр. Свиленград, ул. Гео Милев № 2",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
55155,"гр. Пазарджик, ул. Димчо Дебелянов №10",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
77195,"гр. Хасково, м. Увата №214.4",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
7079,"гр. Бургас, кв. Славейков",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
68789,"гр. Дупница, ул. Иван Вазов № 26",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
56784,"гр. Пловдив, ул. Шипка №6",Наденица ЛЕКИ македонска нас.кг,614938,27,8.48,
68134,"гр. София, ж.к. Лозенец, ул. Персенк 22, бл. 34",Наденица KEN македонска нас.кг,619825,27,8.18,
68134,"гр. София, кв. Редута ул. Атанас Узунов 14",Наденица KEN македонска нас.кг,619825,27,8.18,
68134,"гр. София, жк. Младост 2,  ул.Васил Златарски 3",Наденица KEN македонска нас.кг,619825,27,8.18,
68134,"гр. София, кв. Слатина, ул. Камчия 1 /срещу бл.19/",Наденица KEN македонска нас.кг,619825,27,8.18,
72343,"гр. Тетевен, Площад Сава Младенов 1",Наденица KEN македонска нас.кг,619825,27,8.18,
68134,"гр. София, ж.к. Мусагеница, ул. Боян Дановски 11",Наденица KEN македонска нас.кг,619825,27,8.18,
68134,"гр. София, ж.к. Младост 4, ул. Бъднина 15",Наденица KEN македонска нас.кг,619825,27,8.18,
14711,"гр. Генерал Тошево, ул. Иван Вазов 24",Наденица KEN македонска нас.кг,619825,27,8.18,
16359,"гр. Горна Оряховица, ул. Васил Левски 10",Наденица KEN македонска нас.кг,619825,27,8.18,
68134,"гр. София, ж.к. Разсадника, бл. 129-130, вх. Г, ет. Партер",Наденица KEN македонска нас.кг,619825,27,8.18,
68134,"гр. София, ж.к. Младост 2, между блок 206 и 209",Наденица KEN македонска нас.кг,619825,27,8.18,
38902,"гр. Костенец,  Центр. градска част, кв. 89, ул. Търговска",Наденица KEN македонска нас.кг,619825,27,8.18,
65231,"гр. Самоков, ул. Искър 2А",Наденица KEN македонска нас.кг,619825,27,8.18,
12259,"гр. Враца, ж.к. Дъбника, кв.119, комплекс РУМ",Наденица KEN македонска нас.кг,619825,27,8.18,
48489,"гр. Монтана, бул. Ген. Арнолди 6",Наденица KEN македонска нас.кг,619825,27,8.18,
41112,"гр. Кюстендил, ул. Тинтява № 49",Наденица KEN македонска нас.кг,619825,27,8.18,
44238,"гр. Лом, УПИ III в кв. 97, ул. Аспарух № 13",Наденица KEN македонска нас.кг,619825,27,8.18,
7702,"гр. Бяла Слатина, ул. Търнавска 41 А",Наденица KEN македонска нас.кг,619825,27,8.18,
55052,"гр. Павликени, бул. Руски 39",Наденица KEN македонска нас.кг,619825,27,8.18,
61460,"гр. Раднево, ул. Митьо Станев 4",Наденица KEN македонска нас.кг,619825,27,8.18,
35167,"гр. Казанлък, бул. „Княз Александър Батенберг“ 217",Наденица KEN македонска нас.кг,619825,27,8.18,
73198,"гр. Троян, ул. Опълченска 1",Наденица KEN македонска нас.кг,619825,27,8.18,
44327,"гр. Луковит, ул. Момчилец 1",Наденица KEN македонска нас.кг,619825,27,8.18,
357,гр. Нови Искър ул.Искърско дефиле 116,Наденица KEN македонска нас.кг,619825,27,8.18,
56784,"гр. Пловдив, бул. Съединение, РУМ",Наденица KEN македонска нас.кг,619825,27,8.18,
56784,"гр. Пловдив, бул. Васил Априлов 102",Наденица KEN македонска нас.кг,619825,27,8.18,
702,"гр. Асеновград, ул. Александър Стамболийски 7",Наденица KEN македонска нас.кг,619825,27,8.18,
